"","regiao","estado","municipio","coduf","codmun","codRegiaoSaude","nomeRegiaoSaude","data","semanaEpi","populacaoTCU2019","casosAcumulado","casosNovos","obitosAcumulado","obitosNovos","Recuperadosnovos","emAcompanhamentoNovos","interior/metropolitana"
"1","Brasil",NA,NA,76,NA,NA,NA,2021-05-11,19,210147125,15282705,72715,425540,2311,13847191,1009974,NA
"2","Norte","RO",NA,11,NA,NA,NA,2021-05-11,19,1777225,218956,790,5389,24,NA,NA,NA
"3","Norte","AC",NA,12,NA,NA,NA,2021-05-11,19,881935,79510,34,1599,3,NA,NA,NA
"4","Norte","AM",NA,13,NA,NA,NA,2021-05-11,19,4144597,376298,695,12758,12,NA,NA,NA
"5","Norte","RR",NA,14,NA,NA,NA,2021-05-11,19,605761,98575,203,1549,3,NA,NA,NA
"6","Norte","PA",NA,15,NA,NA,NA,2021-05-11,19,8602865,486610,1647,13611,52,NA,NA,NA
"7","Norte","AP",NA,16,NA,NA,NA,2021-05-11,19,845731,108094,195,1595,4,NA,NA,NA
"8","Norte","TO",NA,17,NA,NA,NA,2021-05-11,19,1572866,165599,656,2666,7,NA,NA,NA
"9","Nordeste","MA",NA,21,NA,NA,NA,2021-05-11,19,7075181,274799,1141,7583,30,NA,NA,NA
"10","Nordeste","PI",NA,22,NA,NA,NA,2021-05-11,19,3273227,251648,920,5397,21,NA,NA,NA
"11","Nordeste","CE",NA,23,NA,NA,NA,2021-05-11,19,9132078,722420,5558,18598,60,NA,NA,NA
"12","Nordeste","RN",NA,24,NA,NA,NA,2021-05-11,19,3506853,235453,3601,5701,46,NA,NA,NA
"13","Nordeste","PB",NA,25,NA,NA,NA,2021-05-11,19,4018127,303633,932,7087,32,NA,NA,NA
"14","Nordeste","PE",NA,26,NA,NA,NA,2021-05-11,19,9557071,429187,2777,14639,89,NA,NA,NA
"15","Nordeste","AL",NA,27,NA,NA,NA,2021-05-11,19,3337357,180975,566,4413,16,NA,NA,NA
"16","Nordeste","SE",NA,28,NA,NA,NA,2021-05-11,19,2298696,213061,1193,4583,29,NA,NA,NA
"17","Nordeste","BA",NA,29,NA,NA,NA,2021-05-11,19,14873064,936275,4244,19411,91,NA,NA,NA
"18","Sudeste","MG",NA,31,NA,NA,NA,2021-05-11,19,21168791,1423717,6872,36122,60,NA,NA,NA
"19","Sudeste","ES",NA,32,NA,NA,NA,2021-05-11,19,4018650,451247,1831,10009,56,NA,NA,NA
"20","Sudeste","RJ",NA,33,NA,NA,NA,2021-05-11,19,17264943,792073,5316,46770,328,NA,NA,NA
"21","Sudeste","SP",NA,35,NA,NA,NA,2021-05-11,19,45919049,3022568,16318,101660,806,NA,NA,NA
"22","Sul","PR",NA,41,NA,NA,NA,2021-05-11,19,11433957,992600,3183,23993,68,NA,NA,NA
"23","Sul","SC",NA,42,NA,NA,NA,2021-05-11,19,7164788,914946,2999,14185,90,NA,NA,NA
"24","Sul","RS",NA,43,NA,NA,NA,2021-05-11,19,11377239,1013486,5190,26176,186,NA,NA,NA
"25","Centro-Oeste","MS",NA,50,NA,NA,NA,2021-05-11,19,2778986,258662,1293,6069,25,NA,NA,NA
"26","Centro-Oeste","MT",NA,51,NA,NA,NA,2021-05-11,19,3484466,374036,1765,10078,30,NA,NA,NA
"27","Centro-Oeste","GO",NA,52,NA,NA,NA,2021-05-11,19,7018354,569991,2030,15715,109,NA,NA,NA
"28","Centro-Oeste","DF",NA,53,NA,NA,NA,2021-05-11,19,3015268,388286,766,8184,34,NA,NA,NA
"29","Norte","RO",NA,11,NA,NA,NA,2021-05-11,19,NA,0,0,0,0,NA,NA,NA
"30","Norte","RO","Alta Floresta D'Oeste",11,NA,NA,NA,2021-05-11,19,22945,3543,36,55,0,NA,NA,FALSE
"31","Norte","RO","Ariquemes",11,NA,NA,NA,2021-05-11,19,107863,18856,67,408,0,NA,NA,FALSE
"32","Norte","RO","Cabixi",11,NA,NA,NA,2021-05-11,19,5312,650,3,17,2,NA,NA,FALSE
"33","Norte","RO","Cacoal",11,NA,NA,NA,2021-05-11,19,85359,11471,36,220,1,NA,NA,FALSE
"34","Norte","RO","Cerejeiras",11,NA,NA,NA,2021-05-11,19,16323,2117,8,52,2,NA,NA,FALSE
"35","Norte","RO","Colorado do Oeste",11,NA,NA,NA,2021-05-11,19,15882,1671,14,28,0,NA,NA,FALSE
"36","Norte","RO","Corumbiara",11,NA,NA,NA,2021-05-11,19,7391,611,2,16,0,NA,NA,FALSE
"37","Norte","RO","Costa Marques",11,NA,NA,NA,2021-05-11,19,18331,1216,9,25,0,NA,NA,FALSE
"38","Norte","RO","Espigão D'Oeste",11,NA,NA,NA,2021-05-11,19,32374,2523,3,55,0,NA,NA,FALSE
"39","Norte","RO","Guajará-Mirim",11,NA,NA,NA,2021-05-11,19,46174,5273,12,205,0,NA,NA,FALSE
"40","Norte","RO","Jaru",11,NA,NA,NA,2021-05-11,19,51775,6800,10,153,-1,NA,NA,FALSE
"41","Norte","RO","Ji-Paraná",11,NA,NA,NA,2021-05-11,19,128969,16084,56,450,1,NA,NA,FALSE
"42","Norte","RO","Machadinho D'Oeste",11,NA,NA,NA,2021-05-11,19,39991,5685,-1,76,2,NA,NA,FALSE
"43","Norte","RO","Nova Brasilândia D'Oeste",11,NA,NA,NA,2021-05-11,19,20474,1598,3,25,0,NA,NA,FALSE
"44","Norte","RO","Ouro Preto do Oeste",11,NA,NA,NA,2021-05-11,19,36035,4199,13,119,0,NA,NA,FALSE
"45","Norte","RO","Pimenta Bueno",11,NA,NA,NA,2021-05-11,19,36660,4856,29,66,1,NA,NA,FALSE
"46","Norte","RO","Porto Velho",11,NA,NA,NA,2021-05-11,19,529544,75064,141,2273,9,NA,NA,TRUE
"47","Norte","RO","Presidente Médici",11,NA,NA,NA,2021-05-11,19,18986,2960,57,63,1,NA,NA,FALSE
"48","Norte","RO","Rio Crespo",11,NA,NA,NA,2021-05-11,19,3764,533,0,9,0,NA,NA,FALSE
"49","Norte","RO","Rolim de Moura",11,NA,NA,NA,2021-05-11,19,55058,5685,46,133,0,NA,NA,FALSE
"50","Norte","RO","Santa Luzia D'Oeste",11,NA,NA,NA,2021-05-11,19,6495,801,1,11,0,NA,NA,FALSE
"51","Norte","RO","Vilhena",11,NA,NA,NA,2021-05-11,19,99854,11040,67,213,0,NA,NA,FALSE
"52","Norte","RO","São Miguel do Guaporé",11,NA,NA,NA,2021-05-11,19,23005,2033,4,43,1,NA,NA,FALSE
"53","Norte","RO","Nova Mamoré",11,NA,NA,NA,2021-05-11,19,30583,2982,12,56,2,NA,NA,FALSE
"54","Norte","RO","Alvorada D'Oeste",11,NA,NA,NA,2021-05-11,19,14411,885,11,24,0,NA,NA,FALSE
"55","Norte","RO","Alto Alegre dos Parecis",11,NA,NA,NA,2021-05-11,19,13241,1334,28,34,0,NA,NA,FALSE
"56","Norte","RO","Alto Paraíso",11,NA,NA,NA,2021-05-11,19,21428,1633,0,37,0,NA,NA,FALSE
"57","Norte","RO","Buritis",11,NA,NA,NA,2021-05-11,19,39654,4236,19,62,0,NA,NA,FALSE
"58","Norte","RO","Novo Horizonte do Oeste",11,NA,NA,NA,2021-05-11,19,8538,537,0,20,0,NA,NA,FALSE
"59","Norte","RO","Cacaulândia",11,NA,NA,NA,2021-05-11,19,6230,762,3,9,0,NA,NA,FALSE
"60","Norte","RO","Campo Novo de Rondônia",11,NA,NA,NA,2021-05-11,19,14139,1076,2,22,0,NA,NA,FALSE
"61","Norte","RO","Candeias do Jamari",11,NA,NA,NA,2021-05-11,19,26693,3481,20,68,0,NA,NA,TRUE
"62","Norte","RO","Castanheiras",11,NA,NA,NA,2021-05-11,19,3052,235,1,6,0,NA,NA,FALSE
"63","Norte","RO","Chupinguaia",11,NA,NA,NA,2021-05-11,19,11182,1287,3,16,0,NA,NA,FALSE
"64","Norte","RO","Cujubim",11,NA,NA,NA,2021-05-11,19,25215,1674,10,35,0,NA,NA,FALSE
"65","Norte","RO","Governador Jorge Teixeira",11,NA,NA,NA,2021-05-11,19,7767,569,-3,16,1,NA,NA,FALSE
"66","Norte","RO","Itapuã do Oeste",11,NA,NA,NA,2021-05-11,19,10458,1284,0,18,0,NA,NA,FALSE
"67","Norte","RO","Ministro Andreazza",11,NA,NA,NA,2021-05-11,19,9660,466,0,14,0,NA,NA,FALSE
"68","Norte","RO","Mirante da Serra",11,NA,NA,NA,2021-05-11,19,10947,925,0,10,0,NA,NA,FALSE
"69","Norte","RO","Monte Negro",11,NA,NA,NA,2021-05-11,19,15852,1399,2,27,0,NA,NA,FALSE
"70","Norte","RO","Nova União",11,NA,NA,NA,2021-05-11,19,6970,757,7,13,0,NA,NA,FALSE
"71","Norte","RO","Parecis",11,NA,NA,NA,2021-05-11,19,6074,243,10,7,0,NA,NA,FALSE
"72","Norte","RO","Pimenteiras do Oeste",11,NA,NA,NA,2021-05-11,19,2169,398,1,15,0,NA,NA,FALSE
"73","Norte","RO","Primavera de Rondônia",11,NA,NA,NA,2021-05-11,19,2856,156,0,6,0,NA,NA,FALSE
"74","Norte","RO","São Felipe D'Oeste",11,NA,NA,NA,2021-05-11,19,5172,350,2,8,0,NA,NA,FALSE
"75","Norte","RO","São Francisco do Guaporé",11,NA,NA,NA,2021-05-11,19,20266,1851,12,40,0,NA,NA,FALSE
"76","Norte","RO","Seringueiras",11,NA,NA,NA,2021-05-11,19,11856,1205,29,11,0,NA,NA,FALSE
"77","Norte","RO","Teixeirópolis",11,NA,NA,NA,2021-05-11,19,4308,478,0,8,0,NA,NA,FALSE
"78","Norte","RO","Theobroma",11,NA,NA,NA,2021-05-11,19,10444,693,1,23,0,NA,NA,FALSE
"79","Norte","RO","Urupá",11,NA,NA,NA,2021-05-11,19,11467,1121,2,26,0,NA,NA,FALSE
"80","Norte","RO","Vale do Anari",11,NA,NA,NA,2021-05-11,19,11204,983,2,19,2,NA,NA,FALSE
"81","Norte","RO","Vale do Paraíso",11,NA,NA,NA,2021-05-11,19,6825,687,0,24,0,NA,NA,FALSE
"82","Norte","AC","Acrelândia",12,NA,NA,NA,2021-05-11,19,15256,1523,0,29,0,NA,NA,FALSE
"83","Norte","AC","Assis Brasil",12,NA,NA,NA,2021-05-11,19,7417,1541,1,21,0,NA,NA,FALSE
"84","Norte","AC","Brasiléia",12,NA,NA,NA,2021-05-11,19,26278,2550,0,36,0,NA,NA,FALSE
"85","Norte","AC","Bujari",12,NA,NA,NA,2021-05-11,19,10266,1094,0,14,0,NA,NA,FALSE
"86","Norte","AC","Capixaba",12,NA,NA,NA,2021-05-11,19,11733,596,0,16,0,NA,NA,FALSE
"87","Norte","AC","Cruzeiro do Sul",12,NA,NA,NA,2021-05-11,19,88376,7306,-1,147,1,NA,NA,FALSE
"88","Norte","AC","Epitaciolândia",12,NA,NA,NA,2021-05-11,19,18411,1283,0,26,0,NA,NA,FALSE
"89","Norte","AC","Feijó",12,NA,NA,NA,2021-05-11,19,34780,2873,0,57,1,NA,NA,FALSE
"90","Norte","AC","Jordão",12,NA,NA,NA,2021-05-11,19,8317,387,0,1,0,NA,NA,FALSE
"91","Norte","AC","Mâncio Lima",12,NA,NA,NA,2021-05-11,19,18977,1905,0,25,0,NA,NA,FALSE
"92","Norte","AC","Manoel Urbano",12,NA,NA,NA,2021-05-11,19,9459,889,0,12,0,NA,NA,FALSE
"93","Norte","AC","Marechal Thaumaturgo",12,NA,NA,NA,2021-05-11,19,18867,1152,0,9,0,NA,NA,FALSE
"94","Norte","AC","Plácido de Castro",12,NA,NA,NA,2021-05-11,19,19761,1499,2,15,0,NA,NA,FALSE
"95","Norte","AC","Porto Walter",12,NA,NA,NA,2021-05-11,19,11982,526,0,3,0,NA,NA,FALSE
"96","Norte","AC","Rio Branco",12,NA,NA,NA,2021-05-11,19,407319,35564,32,977,1,NA,NA,TRUE
"97","Norte","AC","Rodrigues Alves",12,NA,NA,NA,2021-05-11,19,18930,752,0,10,0,NA,NA,FALSE
"98","Norte","AC","Santa Rosa do Purus",12,NA,NA,NA,2021-05-11,19,6540,880,0,7,0,NA,NA,FALSE
"99","Norte","AC","Senador Guiomard",12,NA,NA,NA,2021-05-11,19,23024,1107,0,40,0,NA,NA,FALSE
"100","Norte","AC","Sena Madureira",12,NA,NA,NA,2021-05-11,19,45848,5576,0,63,0,NA,NA,FALSE
"101","Norte","AC","Tarauacá",12,NA,NA,NA,2021-05-11,19,42567,6292,0,33,0,NA,NA,FALSE
"102","Norte","AC","Xapuri",12,NA,NA,NA,2021-05-11,19,19323,2873,0,27,0,NA,NA,FALSE
"103","Norte","AC","Porto Acre",12,NA,NA,NA,2021-05-11,19,18504,1342,0,31,0,NA,NA,FALSE
"104","Norte","AM","Alvarães",13,NA,NA,NA,2021-05-11,19,16041,2730,4,42,0,NA,NA,FALSE
"105","Norte","AM","Amaturá",13,NA,NA,NA,2021-05-11,19,11536,2331,1,17,0,NA,NA,FALSE
"106","Norte","AM","Anamã",13,NA,NA,NA,2021-05-11,19,13614,1722,0,9,0,NA,NA,FALSE
"107","Norte","AM","Anori",13,NA,NA,NA,2021-05-11,19,21010,1845,0,31,0,NA,NA,FALSE
"108","Norte","AM","Apuí",13,NA,NA,NA,2021-05-11,19,21973,1238,9,27,0,NA,NA,FALSE
"109","Norte","AM","Atalaia do Norte",13,NA,NA,NA,2021-05-11,19,19921,2703,0,8,0,NA,NA,FALSE
"110","Norte","AM","Autazes",13,NA,NA,NA,2021-05-11,19,39565,2775,7,88,0,NA,NA,TRUE
"111","Norte","AM","Barcelos",13,NA,NA,NA,2021-05-11,19,27502,4089,0,57,0,NA,NA,FALSE
"112","Norte","AM","Barreirinha",13,NA,NA,NA,2021-05-11,19,32041,2318,1,61,0,NA,NA,FALSE
"113","Norte","AM","Benjamin Constant",13,NA,NA,NA,2021-05-11,19,42984,2673,0,84,0,NA,NA,FALSE
"114","Norte","AM","Beruri",13,NA,NA,NA,2021-05-11,19,19679,2097,0,31,0,NA,NA,FALSE
"115","Norte","AM","Boa Vista do Ramos",13,NA,NA,NA,2021-05-11,19,19207,864,2,11,0,NA,NA,FALSE
"116","Norte","AM","Boca do Acre",13,NA,NA,NA,2021-05-11,19,34308,2495,8,22,0,NA,NA,FALSE
"117","Norte","AM","Borba",13,NA,NA,NA,2021-05-11,19,41161,1875,19,53,0,NA,NA,FALSE
"118","Norte","AM","Caapiranga",13,NA,NA,NA,2021-05-11,19,13081,564,1,20,0,NA,NA,FALSE
"119","Norte","AM","Canutama",13,NA,NA,NA,2021-05-11,19,15629,1289,0,8,0,NA,NA,FALSE
"120","Norte","AM","Carauari",13,NA,NA,NA,2021-05-11,19,28294,6528,6,51,0,NA,NA,FALSE
"121","Norte","AM","Careiro",13,NA,NA,NA,2021-05-11,19,37869,4241,0,81,1,NA,NA,TRUE
"122","Norte","AM","Careiro da Várzea",13,NA,NA,NA,2021-05-11,19,30225,931,0,24,0,NA,NA,TRUE
"123","Norte","AM","Coari",13,NA,NA,NA,2021-05-11,19,85097,9313,0,221,0,NA,NA,FALSE
"124","Norte","AM","Codajás",13,NA,NA,NA,2021-05-11,19,28637,2341,6,21,0,NA,NA,FALSE
"125","Norte","AM","Eirunepé",13,NA,NA,NA,2021-05-11,19,35273,4109,2,26,0,NA,NA,FALSE
"126","Norte","AM","Envira",13,NA,NA,NA,2021-05-11,19,20033,2404,7,10,0,NA,NA,FALSE
"127","Norte","AM","Fonte Boa",13,NA,NA,NA,2021-05-11,19,17609,1569,0,36,0,NA,NA,FALSE
"128","Norte","AM","Guajará",13,NA,NA,NA,2021-05-11,19,16678,1621,5,24,0,NA,NA,FALSE
"129","Norte","AM","Humaitá",13,NA,NA,NA,2021-05-11,19,55080,7484,38,137,0,NA,NA,FALSE
"130","Norte","AM","Ipixuna",13,NA,NA,NA,2021-05-11,19,29689,4504,18,18,0,NA,NA,FALSE
"131","Norte","AM","Iranduba",13,NA,NA,NA,2021-05-11,19,48296,8598,5,160,0,NA,NA,TRUE
"132","Norte","AM","Itacoatiara",13,NA,NA,NA,2021-05-11,19,101337,8654,17,300,0,NA,NA,TRUE
"133","Norte","AM","Itamarati",13,NA,NA,NA,2021-05-11,19,7851,911,0,9,0,NA,NA,FALSE
"134","Norte","AM","Itapiranga",13,NA,NA,NA,2021-05-11,19,9148,2982,1,38,0,NA,NA,TRUE
"135","Norte","AM","Japurá",13,NA,NA,NA,2021-05-11,19,2755,799,1,7,0,NA,NA,FALSE
"136","Norte","AM","Juruá",13,NA,NA,NA,2021-05-11,19,14712,905,0,14,0,NA,NA,FALSE
"137","Norte","AM","Jutaí",13,NA,NA,NA,2021-05-11,19,14317,2094,12,34,0,NA,NA,FALSE
"138","Norte","AM","Lábrea",13,NA,NA,NA,2021-05-11,19,46069,6563,0,75,0,NA,NA,FALSE
"139","Norte","AM","Manacapuru",13,NA,NA,NA,2021-05-11,19,97377,7955,22,322,0,NA,NA,TRUE
"140","Norte","AM","Manaquiri",13,NA,NA,NA,2021-05-11,19,32105,1383,2,42,0,NA,NA,TRUE
"141","Norte","AM","Manaus",13,NA,NA,NA,2021-05-11,19,2182763,172284,317,8854,9,NA,NA,TRUE
"142","Norte","AM","Manicoré",13,NA,NA,NA,2021-05-11,19,55751,4472,62,94,0,NA,NA,FALSE
"143","Norte","AM","Maraã",13,NA,NA,NA,2021-05-11,19,18224,2037,17,21,0,NA,NA,FALSE
"144","Norte","AM","Maués",13,NA,NA,NA,2021-05-11,19,63905,4447,19,116,0,NA,NA,FALSE
"145","Norte","AM","Nhamundá",13,NA,NA,NA,2021-05-11,19,21173,1808,0,34,0,NA,NA,FALSE
"146","Norte","AM","Nova Olinda do Norte",13,NA,NA,NA,2021-05-11,19,37378,2594,0,66,0,NA,NA,FALSE
"147","Norte","AM","Novo Airão",13,NA,NA,NA,2021-05-11,19,19454,2248,0,31,0,NA,NA,TRUE
"148","Norte","AM","Novo Aripuanã",13,NA,NA,NA,2021-05-11,19,25644,1896,2,29,0,NA,NA,FALSE
"149","Norte","AM","Parintins",13,NA,NA,NA,2021-05-11,19,114273,9747,12,348,0,NA,NA,FALSE
"150","Norte","AM","Pauini",13,NA,NA,NA,2021-05-11,19,19426,2740,0,22,0,NA,NA,FALSE
"151","Norte","AM","Presidente Figueiredo",13,NA,NA,NA,2021-05-11,19,36279,5836,5,88,0,NA,NA,TRUE
"152","Norte","AM","Rio Preto da Eva",13,NA,NA,NA,2021-05-11,19,33347,4365,0,68,1,NA,NA,TRUE
"153","Norte","AM","Santa Isabel do Rio Negro",13,NA,NA,NA,2021-05-11,19,25156,2707,0,47,0,NA,NA,FALSE
"154","Norte","AM","Santo Antônio do Içá",13,NA,NA,NA,2021-05-11,19,21602,1818,5,42,0,NA,NA,FALSE
"155","Norte","AM","São Gabriel da Cachoeira",13,NA,NA,NA,2021-05-11,19,45564,8074,1,108,0,NA,NA,FALSE
"156","Norte","AM","São Paulo de Olivença",13,NA,NA,NA,2021-05-11,19,39299,5141,6,63,0,NA,NA,FALSE
"157","Norte","AM","São Sebastião do Uatumã",13,NA,NA,NA,2021-05-11,19,14020,1475,4,18,0,NA,NA,FALSE
"158","Norte","AM","Silves",13,NA,NA,NA,2021-05-11,19,9171,1357,1,22,0,NA,NA,TRUE
"159","Norte","AM","Tabatinga",13,NA,NA,NA,2021-05-11,19,65844,3284,2,123,0,NA,NA,FALSE
"160","Norte","AM","Tapauá",13,NA,NA,NA,2021-05-11,19,17156,1762,4,22,1,NA,NA,FALSE
"161","Norte","AM","Tefé",13,NA,NA,NA,2021-05-11,19,59849,8916,24,181,0,NA,NA,FALSE
"162","Norte","AM","Tonantins",13,NA,NA,NA,2021-05-11,19,18755,1275,3,33,0,NA,NA,FALSE
"163","Norte","AM","Uarini",13,NA,NA,NA,2021-05-11,19,13540,1824,8,25,0,NA,NA,FALSE
"164","Norte","AM","Urucará",13,NA,NA,NA,2021-05-11,19,16256,2334,7,50,0,NA,NA,FALSE
"165","Norte","AM","Urucurituba",13,NA,NA,NA,2021-05-11,19,23065,2360,2,34,0,NA,NA,FALSE
"166","Norte","RR",NA,14,NA,NA,NA,2021-05-11,19,NA,2539,1,14,0,NA,NA,NA
"167","Norte","RR","Amajari",14,NA,NA,NA,2021-05-11,19,12796,885,11,19,0,NA,NA,FALSE
"168","Norte","RR","Alto Alegre",14,NA,NA,NA,2021-05-11,19,15510,1234,1,28,0,NA,NA,TRUE
"169","Norte","RR","Boa Vista",14,NA,NA,NA,2021-05-11,19,399213,75036,153,1192,3,NA,NA,TRUE
"170","Norte","RR","Bonfim",14,NA,NA,NA,2021-05-11,19,12409,2179,9,24,0,NA,NA,TRUE
"171","Norte","RR","Cantá",14,NA,NA,NA,2021-05-11,19,18335,1862,3,28,0,NA,NA,TRUE
"172","Norte","RR","Caracaraí",14,NA,NA,NA,2021-05-11,19,21926,2249,1,45,0,NA,NA,FALSE
"173","Norte","RR","Caroebe",14,NA,NA,NA,2021-05-11,19,10169,1722,12,18,0,NA,NA,FALSE
"174","Norte","RR","Iracema",14,NA,NA,NA,2021-05-11,19,11950,964,0,13,0,NA,NA,FALSE
"175","Norte","RR","Mucajaí",14,NA,NA,NA,2021-05-11,19,17853,1951,0,31,0,NA,NA,TRUE
"176","Norte","RR","Normandia",14,NA,NA,NA,2021-05-11,19,11290,442,3,26,0,NA,NA,FALSE
"177","Norte","RR","Pacaraima",14,NA,NA,NA,2021-05-11,19,17401,2014,3,33,0,NA,NA,FALSE
"178","Norte","RR","Rorainópolis",14,NA,NA,NA,2021-05-11,19,30163,2725,6,51,0,NA,NA,FALSE
"179","Norte","RR","São João da Baliza",14,NA,NA,NA,2021-05-11,19,8201,1098,0,8,0,NA,NA,FALSE
"180","Norte","RR","São Luiz",14,NA,NA,NA,2021-05-11,19,7986,527,0,10,0,NA,NA,FALSE
"181","Norte","RR","Uiramutã",14,NA,NA,NA,2021-05-11,19,10559,1148,0,9,0,NA,NA,FALSE
"182","Norte","PA","Abaetetuba",15,NA,NA,NA,2021-05-11,19,157698,7121,96,187,0,NA,NA,FALSE
"183","Norte","PA","Abel Figueiredo",15,NA,NA,NA,2021-05-11,19,7434,865,24,9,0,NA,NA,FALSE
"184","Norte","PA","Acará",15,NA,NA,NA,2021-05-11,19,55591,1148,0,26,0,NA,NA,FALSE
"185","Norte","PA","Afuá",15,NA,NA,NA,2021-05-11,19,39218,2872,8,14,0,NA,NA,FALSE
"186","Norte","PA","Água Azul do Norte",15,NA,NA,NA,2021-05-11,19,27430,1079,0,14,0,NA,NA,FALSE
"187","Norte","PA","Alenquer",15,NA,NA,NA,2021-05-11,19,56789,2703,4,101,3,NA,NA,FALSE
"188","Norte","PA","Almeirim",15,NA,NA,NA,2021-05-11,19,34109,3297,7,34,1,NA,NA,FALSE
"189","Norte","PA","Altamira",15,NA,NA,NA,2021-05-11,19,114594,12264,22,269,1,NA,NA,FALSE
"190","Norte","PA","Anajás",15,NA,NA,NA,2021-05-11,19,29277,1310,0,19,0,NA,NA,FALSE
"191","Norte","PA","Ananindeua",15,NA,NA,NA,2021-05-11,19,530598,20124,33,733,3,NA,NA,TRUE
"192","Norte","PA","Anapu",15,NA,NA,NA,2021-05-11,19,27890,1298,0,33,0,NA,NA,FALSE
"193","Norte","PA","Augusto Corrêa",15,NA,NA,NA,2021-05-11,19,45998,1915,5,34,1,NA,NA,FALSE
"194","Norte","PA","Aurora do Pará",15,NA,NA,NA,2021-05-11,19,31338,1263,37,13,0,NA,NA,FALSE
"195","Norte","PA","Aveiro",15,NA,NA,NA,2021-05-11,19,16388,583,2,9,0,NA,NA,FALSE
"196","Norte","PA","Bagre",15,NA,NA,NA,2021-05-11,19,30673,848,2,11,0,NA,NA,FALSE
"197","Norte","PA","Baião",15,NA,NA,NA,2021-05-11,19,47446,703,6,28,0,NA,NA,FALSE
"198","Norte","PA","Bannach",15,NA,NA,NA,2021-05-11,19,3286,531,0,2,0,NA,NA,FALSE
"199","Norte","PA","Barcarena",15,NA,NA,NA,2021-05-11,19,124680,10096,68,198,1,NA,NA,FALSE
"200","Norte","PA","Belém",15,NA,NA,NA,2021-05-11,19,1492745,97425,130,4600,15,NA,NA,TRUE
"201","Norte","PA","Belterra",15,NA,NA,NA,2021-05-11,19,17732,1251,0,24,0,NA,NA,FALSE
"202","Norte","PA","Benevides",15,NA,NA,NA,2021-05-11,19,62737,3634,3,87,0,NA,NA,TRUE
"203","Norte","PA","Bom Jesus do Tocantins",15,NA,NA,NA,2021-05-11,19,16981,708,2,23,0,NA,NA,FALSE
"204","Norte","PA","Bonito",15,NA,NA,NA,2021-05-11,19,16286,351,1,12,0,NA,NA,FALSE
"205","Norte","PA","Bragança",15,NA,NA,NA,2021-05-11,19,127686,3827,15,123,2,NA,NA,FALSE
"206","Norte","PA","Brasil Novo",15,NA,NA,NA,2021-05-11,19,15086,1560,11,35,1,NA,NA,FALSE
"207","Norte","PA","Brejo Grande do Araguaia",15,NA,NA,NA,2021-05-11,19,7380,751,0,4,0,NA,NA,FALSE
"208","Norte","PA","Breu Branco",15,NA,NA,NA,2021-05-11,19,66046,580,0,42,0,NA,NA,FALSE
"209","Norte","PA","Breves",15,NA,NA,NA,2021-05-11,19,102701,3828,7,109,0,NA,NA,FALSE
"210","Norte","PA","Bujaru",15,NA,NA,NA,2021-05-11,19,29132,1270,0,36,0,NA,NA,FALSE
"211","Norte","PA","Cachoeira do Piriá",15,NA,NA,NA,2021-05-11,19,33900,717,0,4,0,NA,NA,FALSE
"212","Norte","PA","Cachoeira do Arari",15,NA,NA,NA,2021-05-11,19,23767,449,0,19,0,NA,NA,FALSE
"213","Norte","PA","Cametá",15,NA,NA,NA,2021-05-11,19,137890,7147,95,202,0,NA,NA,FALSE
"214","Norte","PA","Canaã dos Carajás",15,NA,NA,NA,2021-05-11,19,37085,7618,8,88,0,NA,NA,FALSE
"215","Norte","PA","Capanema",15,NA,NA,NA,2021-05-11,19,69027,2799,26,103,2,NA,NA,FALSE
"216","Norte","PA","Capitão Poço",15,NA,NA,NA,2021-05-11,19,54303,1821,2,62,0,NA,NA,FALSE
"217","Norte","PA","Castanhal",15,NA,NA,NA,2021-05-11,19,200793,7498,13,343,2,NA,NA,TRUE
"218","Norte","PA","Chaves",15,NA,NA,NA,2021-05-11,19,23717,504,0,2,0,NA,NA,FALSE
"219","Norte","PA","Colares",15,NA,NA,NA,2021-05-11,19,12085,461,1,18,1,NA,NA,FALSE
"220","Norte","PA","Conceição do Araguaia",15,NA,NA,NA,2021-05-11,19,47864,2971,14,37,0,NA,NA,FALSE
"221","Norte","PA","Concórdia do Pará",15,NA,NA,NA,2021-05-11,19,33318,2213,0,24,0,NA,NA,FALSE
"222","Norte","PA","Cumaru do Norte",15,NA,NA,NA,2021-05-11,19,13473,668,0,6,0,NA,NA,FALSE
"223","Norte","PA","Curionópolis",15,NA,NA,NA,2021-05-11,19,17929,2194,0,31,0,NA,NA,FALSE
"224","Norte","PA","Curralinho",15,NA,NA,NA,2021-05-11,19,34448,555,1,29,0,NA,NA,FALSE
"225","Norte","PA","Curuá",15,NA,NA,NA,2021-05-11,19,14393,1709,4,14,0,NA,NA,FALSE
"226","Norte","PA","Curuçá",15,NA,NA,NA,2021-05-11,19,40066,2164,0,68,0,NA,NA,FALSE
"227","Norte","PA","Dom Eliseu",15,NA,NA,NA,2021-05-11,19,59719,1735,14,24,0,NA,NA,FALSE
"228","Norte","PA","Eldorado do Carajás",15,NA,NA,NA,2021-05-11,19,33808,433,19,21,0,NA,NA,FALSE
"229","Norte","PA","Faro",15,NA,NA,NA,2021-05-11,19,7194,1059,0,29,0,NA,NA,FALSE
"230","Norte","PA","Floresta do Araguaia",15,NA,NA,NA,2021-05-11,19,20304,667,5,13,0,NA,NA,FALSE
