"","regiao","estado","municipio","coduf","codmun","codRegiaoSaude","nomeRegiaoSaude","data","semanaEpi","populacaoTCU2019","casosAcumulado","casosNovos","obitosAcumulado","obitosNovos","Recuperadosnovos","emAcompanhamentoNovos","interior/metropolitana"
"1523","Nordeste","PE","Bezerros",26,NA,NA,NA,2021-05-11,19,60798,3258,13,98,1,NA,NA,FALSE
"1524","Nordeste","PE","Bodocó",26,NA,NA,NA,2021-05-11,19,38146,1594,14,25,1,NA,NA,FALSE
"1525","Nordeste","PE","Bom Conselho",26,NA,NA,NA,2021-05-11,19,48554,1376,15,45,1,NA,NA,FALSE
"1526","Nordeste","PE","Bom Jardim",26,NA,NA,NA,2021-05-11,19,39184,1094,6,48,0,NA,NA,FALSE
"1527","Nordeste","PE","Bonito",26,NA,NA,NA,2021-05-11,19,38134,629,13,34,0,NA,NA,FALSE
"1528","Nordeste","PE","Brejão",26,NA,NA,NA,2021-05-11,19,8993,181,2,5,0,NA,NA,FALSE
"1529","Nordeste","PE","Brejinho",26,NA,NA,NA,2021-05-11,19,7487,582,3,13,0,NA,NA,FALSE
"1530","Nordeste","PE","Brejo da Madre de Deus",26,NA,NA,NA,2021-05-11,19,50742,1756,5,46,0,NA,NA,FALSE
"1531","Nordeste","PE","Buenos Aires",26,NA,NA,NA,2021-05-11,19,13155,215,1,19,0,NA,NA,FALSE
"1532","Nordeste","PE","Buíque",26,NA,NA,NA,2021-05-11,19,58378,1793,12,37,0,NA,NA,FALSE
"1533","Nordeste","PE","Cabo de Santo Agostinho",26,NA,NA,NA,2021-05-11,19,207048,4940,25,407,4,NA,NA,TRUE
"1534","Nordeste","PE","Cabrobó",26,NA,NA,NA,2021-05-11,19,34221,1628,17,20,0,NA,NA,FALSE
"1535","Nordeste","PE","Cachoeirinha",26,NA,NA,NA,2021-05-11,19,20380,409,1,23,0,NA,NA,FALSE
"1536","Nordeste","PE","Caetés",26,NA,NA,NA,2021-05-11,19,28739,1157,3,17,0,NA,NA,FALSE
"1537","Nordeste","PE","Calçado",26,NA,NA,NA,2021-05-11,19,11053,364,7,2,0,NA,NA,FALSE
"1538","Nordeste","PE","Calumbi",26,NA,NA,NA,2021-05-11,19,5750,449,1,3,0,NA,NA,FALSE
"1539","Nordeste","PE","Camaragibe",26,NA,NA,NA,2021-05-11,19,157828,4601,11,326,3,NA,NA,TRUE
"1540","Nordeste","PE","Camocim de São Félix",26,NA,NA,NA,2021-05-11,19,18765,429,0,12,0,NA,NA,FALSE
"1541","Nordeste","PE","Camutanga",26,NA,NA,NA,2021-05-11,19,8551,693,9,21,0,NA,NA,FALSE
"1542","Nordeste","PE","Canhotinho",26,NA,NA,NA,2021-05-11,19,24804,517,1,26,0,NA,NA,FALSE
"1543","Nordeste","PE","Capoeiras",26,NA,NA,NA,2021-05-11,19,20048,1063,1,18,0,NA,NA,FALSE
"1544","Nordeste","PE","Carnaíba",26,NA,NA,NA,2021-05-11,19,19551,1509,32,30,1,NA,NA,FALSE
"1545","Nordeste","PE","Carnaubeira da Penha",26,NA,NA,NA,2021-05-11,19,12932,116,1,3,0,NA,NA,FALSE
"1546","Nordeste","PE","Carpina",26,NA,NA,NA,2021-05-11,19,83641,3026,11,107,0,NA,NA,FALSE
"1547","Nordeste","PE","Caruaru",26,NA,NA,NA,2021-05-11,19,361118,23183,195,551,1,NA,NA,FALSE
"1548","Nordeste","PE","Casinhas",26,NA,NA,NA,2021-05-11,19,14341,212,1,8,0,NA,NA,FALSE
"1549","Nordeste","PE","Catende",26,NA,NA,NA,2021-05-11,19,42892,910,11,46,0,NA,NA,FALSE
"1550","Nordeste","PE","Cedro",26,NA,NA,NA,2021-05-11,19,11807,1360,15,14,0,NA,NA,FALSE
"1551","Nordeste","PE","Chã de Alegria",26,NA,NA,NA,2021-05-11,19,13518,392,1,18,0,NA,NA,FALSE
"1552","Nordeste","PE","Chã Grande",26,NA,NA,NA,2021-05-11,19,21698,364,1,20,0,NA,NA,FALSE
"1553","Nordeste","PE","Condado",26,NA,NA,NA,2021-05-11,19,26421,1249,7,32,0,NA,NA,FALSE
"1554","Nordeste","PE","Correntes",26,NA,NA,NA,2021-05-11,19,18207,204,1,5,0,NA,NA,FALSE
"1555","Nordeste","PE","Cortês",26,NA,NA,NA,2021-05-11,19,12578,224,0,15,0,NA,NA,FALSE
"1556","Nordeste","PE","Cumaru",26,NA,NA,NA,2021-05-11,19,10906,275,0,14,0,NA,NA,FALSE
"1557","Nordeste","PE","Cupira",26,NA,NA,NA,2021-05-11,19,24107,1412,9,38,0,NA,NA,FALSE
"1558","Nordeste","PE","Custódia",26,NA,NA,NA,2021-05-11,19,37111,613,0,45,0,NA,NA,FALSE
"1559","Nordeste","PE","Dormentes",26,NA,NA,NA,2021-05-11,19,18908,1056,2,6,0,NA,NA,FALSE
"1560","Nordeste","PE","Escada",26,NA,NA,NA,2021-05-11,19,68875,749,9,81,1,NA,NA,FALSE
"1561","Nordeste","PE","Exu",26,NA,NA,NA,2021-05-11,19,31825,2869,17,35,0,NA,NA,FALSE
"1562","Nordeste","PE","Feira Nova",26,NA,NA,NA,2021-05-11,19,22131,1077,5,35,0,NA,NA,FALSE
"1563","Nordeste","PE","Fernando de Noronha",26,NA,NA,NA,2021-05-11,19,3061,273,0,2,0,NA,NA,FALSE
"1564","Nordeste","PE","Ferreiros",26,NA,NA,NA,2021-05-11,19,12123,635,21,12,0,NA,NA,FALSE
"1565","Nordeste","PE","Flores",26,NA,NA,NA,2021-05-11,19,22624,821,1,29,0,NA,NA,FALSE
"1566","Nordeste","PE","Floresta",26,NA,NA,NA,2021-05-11,19,32873,1490,3,17,0,NA,NA,FALSE
"1567","Nordeste","PE","Frei Miguelinho",26,NA,NA,NA,2021-05-11,19,15457,704,1,18,1,NA,NA,FALSE
"1568","Nordeste","PE","Gameleira",26,NA,NA,NA,2021-05-11,19,31052,382,1,29,1,NA,NA,FALSE
"1569","Nordeste","PE","Garanhuns",26,NA,NA,NA,2021-05-11,19,139788,9685,59,171,-1,NA,NA,FALSE
"1570","Nordeste","PE","Glória do Goitá",26,NA,NA,NA,2021-05-11,19,30604,896,15,36,0,NA,NA,FALSE
"1571","Nordeste","PE","Goiana",26,NA,NA,NA,2021-05-11,19,79758,5174,4,126,0,NA,NA,TRUE
"1572","Nordeste","PE","Granito",26,NA,NA,NA,2021-05-11,19,7486,229,12,3,0,NA,NA,FALSE
"1573","Nordeste","PE","Gravatá",26,NA,NA,NA,2021-05-11,19,84074,2771,34,113,0,NA,NA,FALSE
"1574","Nordeste","PE","Iati",26,NA,NA,NA,2021-05-11,19,19197,559,8,11,0,NA,NA,FALSE
"1575","Nordeste","PE","Ibimirim",26,NA,NA,NA,2021-05-11,19,29235,623,1,22,0,NA,NA,FALSE
"1576","Nordeste","PE","Ibirajuba",26,NA,NA,NA,2021-05-11,19,7762,182,0,6,0,NA,NA,FALSE
"1577","Nordeste","PE","Igarassu",26,NA,NA,NA,2021-05-11,19,117019,2599,1,191,3,NA,NA,TRUE
"1578","Nordeste","PE","Iguaracy",26,NA,NA,NA,2021-05-11,19,12228,612,2,22,0,NA,NA,FALSE
"1579","Nordeste","PE","Inajá",26,NA,NA,NA,2021-05-11,19,23247,331,5,5,0,NA,NA,FALSE
"1580","Nordeste","PE","Ingazeira",26,NA,NA,NA,2021-05-11,19,4548,257,1,2,0,NA,NA,FALSE
"1581","Nordeste","PE","Ipojuca",26,NA,NA,NA,2021-05-11,19,96204,2635,11,137,0,NA,NA,TRUE
"1582","Nordeste","PE","Ipubi",26,NA,NA,NA,2021-05-11,19,30854,863,-4,49,0,NA,NA,FALSE
"1583","Nordeste","PE","Itacuruba",26,NA,NA,NA,2021-05-11,19,4918,152,4,3,0,NA,NA,FALSE
"1584","Nordeste","PE","Itaíba",26,NA,NA,NA,2021-05-11,19,26349,610,0,10,0,NA,NA,FALSE
"1585","Nordeste","PE","Ilha de Itamaracá",26,NA,NA,NA,2021-05-11,19,26258,763,9,23,1,NA,NA,TRUE
"1586","Nordeste","PE","Itambé",26,NA,NA,NA,2021-05-11,19,36447,1228,8,46,1,NA,NA,FALSE
"1587","Nordeste","PE","Itapetim",26,NA,NA,NA,2021-05-11,19,13616,937,5,21,0,NA,NA,FALSE
"1588","Nordeste","PE","Itapissuma",26,NA,NA,NA,2021-05-11,19,26651,729,1,39,1,NA,NA,TRUE
"1589","Nordeste","PE","Itaquitinga",26,NA,NA,NA,2021-05-11,19,16955,478,4,28,0,NA,NA,FALSE
"1590","Nordeste","PE","Jaboatão dos Guararapes",26,NA,NA,NA,2021-05-11,19,702298,26534,70,1359,13,NA,NA,TRUE
"1591","Nordeste","PE","Jaqueira",26,NA,NA,NA,2021-05-11,19,11656,293,0,12,0,NA,NA,FALSE
"1592","Nordeste","PE","Jataúba",26,NA,NA,NA,2021-05-11,19,17150,751,13,13,0,NA,NA,FALSE
"1593","Nordeste","PE","Jatobá",26,NA,NA,NA,2021-05-11,19,14796,484,12,7,1,NA,NA,FALSE
"1594","Nordeste","PE","João Alfredo",26,NA,NA,NA,2021-05-11,19,33822,485,2,33,0,NA,NA,FALSE
"1595","Nordeste","PE","Joaquim Nabuco",26,NA,NA,NA,2021-05-11,19,16023,353,0,22,0,NA,NA,FALSE
"1596","Nordeste","PE","Jucati",26,NA,NA,NA,2021-05-11,19,11424,481,5,5,0,NA,NA,FALSE
"1597","Nordeste","PE","Jupi",26,NA,NA,NA,2021-05-11,19,14836,805,16,17,0,NA,NA,FALSE
"1598","Nordeste","PE","Jurema",26,NA,NA,NA,2021-05-11,19,15378,388,6,18,0,NA,NA,FALSE
"1599","Nordeste","PE","Lagoa do Carro",26,NA,NA,NA,2021-05-11,19,18071,731,10,21,0,NA,NA,FALSE
"1600","Nordeste","PE","Lagoa de Itaenga",26,NA,NA,NA,2021-05-11,19,21429,656,17,21,0,NA,NA,FALSE
"1601","Nordeste","PE","Lagoa do Ouro",26,NA,NA,NA,2021-05-11,19,13145,308,1,6,0,NA,NA,FALSE
"1602","Nordeste","PE","Lagoa dos Gatos",26,NA,NA,NA,2021-05-11,19,16290,472,0,9,0,NA,NA,FALSE
"1603","Nordeste","PE","Lagoa Grande",26,NA,NA,NA,2021-05-11,19,25601,1156,2,22,0,NA,NA,FALSE
"1604","Nordeste","PE","Lajedo",26,NA,NA,NA,2021-05-11,19,40288,1459,16,50,2,NA,NA,FALSE
"1605","Nordeste","PE","Limoeiro",26,NA,NA,NA,2021-05-11,19,56250,1961,9,85,0,NA,NA,FALSE
"1606","Nordeste","PE","Macaparana",26,NA,NA,NA,2021-05-11,19,25376,988,9,25,1,NA,NA,FALSE
"1607","Nordeste","PE","Machados",26,NA,NA,NA,2021-05-11,19,16088,550,9,11,0,NA,NA,FALSE
"1608","Nordeste","PE","Manari",26,NA,NA,NA,2021-05-11,19,21434,197,0,5,0,NA,NA,FALSE
"1609","Nordeste","PE","Maraial",26,NA,NA,NA,2021-05-11,19,11345,312,2,10,0,NA,NA,FALSE
"1610","Nordeste","PE","Mirandiba",26,NA,NA,NA,2021-05-11,19,15390,738,1,17,0,NA,NA,FALSE
"1611","Nordeste","PE","Moreno",26,NA,NA,NA,2021-05-11,19,62784,1285,19,85,0,NA,NA,TRUE
"1612","Nordeste","PE","Nazaré da Mata",26,NA,NA,NA,2021-05-11,19,32471,884,6,63,0,NA,NA,FALSE
"1613","Nordeste","PE","Olinda",26,NA,NA,NA,2021-05-11,19,392482,18485,134,802,8,NA,NA,TRUE
"1614","Nordeste","PE","Orobó",26,NA,NA,NA,2021-05-11,19,23884,667,0,18,0,NA,NA,FALSE
"1615","Nordeste","PE","Orocó",26,NA,NA,NA,2021-05-11,19,14991,379,10,9,0,NA,NA,FALSE
"1616","Nordeste","PE","Ouricuri",26,NA,NA,NA,2021-05-11,19,69459,2034,33,68,1,NA,NA,FALSE
"1617","Nordeste","PE","Palmares",26,NA,NA,NA,2021-05-11,19,63250,3296,28,97,0,NA,NA,FALSE
"1618","Nordeste","PE","Palmeirina",26,NA,NA,NA,2021-05-11,19,7693,120,2,5,0,NA,NA,FALSE
"1619","Nordeste","PE","Panelas",26,NA,NA,NA,2021-05-11,19,26474,628,1,24,0,NA,NA,FALSE
"1620","Nordeste","PE","Paranatama",26,NA,NA,NA,2021-05-11,19,11523,424,5,14,1,NA,NA,FALSE
"1621","Nordeste","PE","Parnamirim",26,NA,NA,NA,2021-05-11,19,22010,1017,7,30,0,NA,NA,FALSE
"1622","Nordeste","PE","Passira",26,NA,NA,NA,2021-05-11,19,28933,1099,6,43,0,NA,NA,FALSE
"1623","Nordeste","PE","Paudalho",26,NA,NA,NA,2021-05-11,19,56506,2231,19,89,1,NA,NA,FALSE
"1624","Nordeste","PE","Paulista",26,NA,NA,NA,2021-05-11,19,331774,8765,48,658,3,NA,NA,TRUE
"1625","Nordeste","PE","Pedra",26,NA,NA,NA,2021-05-11,19,22617,752,3,14,0,NA,NA,FALSE
"1626","Nordeste","PE","Pesqueira",26,NA,NA,NA,2021-05-11,19,67395,3336,30,87,0,NA,NA,FALSE
"1627","Nordeste","PE","Petrolândia",26,NA,NA,NA,2021-05-11,19,36548,1183,1,27,0,NA,NA,FALSE
"1628","Nordeste","PE","Petrolina",26,NA,NA,NA,2021-05-11,19,349145,23692,133,356,1,NA,NA,FALSE
"1629","Nordeste","PE","Poção",26,NA,NA,NA,2021-05-11,19,11302,431,3,10,1,NA,NA,FALSE
"1630","Nordeste","PE","Pombos",26,NA,NA,NA,2021-05-11,19,27091,1427,23,36,0,NA,NA,FALSE
"1631","Nordeste","PE","Primavera",26,NA,NA,NA,2021-05-11,19,14966,239,0,18,0,NA,NA,FALSE
"1632","Nordeste","PE","Quipapá",26,NA,NA,NA,2021-05-11,19,26037,546,0,9,0,NA,NA,FALSE
"1633","Nordeste","PE","Quixaba",26,NA,NA,NA,2021-05-11,19,6813,366,9,11,0,NA,NA,FALSE
"1634","Nordeste","PE","Recife",26,NA,NA,NA,2021-05-11,19,1645727,109930,622,3970,20,NA,NA,TRUE
"1635","Nordeste","PE","Riacho das Almas",26,NA,NA,NA,2021-05-11,19,20546,737,3,17,0,NA,NA,FALSE
"1636","Nordeste","PE","Ribeirão",26,NA,NA,NA,2021-05-11,19,47415,360,2,62,0,NA,NA,FALSE
"1637","Nordeste","PE","Rio Formoso",26,NA,NA,NA,2021-05-11,19,23535,680,20,34,3,NA,NA,FALSE
"1638","Nordeste","PE","Sairé",26,NA,NA,NA,2021-05-11,19,9932,320,4,5,0,NA,NA,FALSE
"1639","Nordeste","PE","Salgadinho",26,NA,NA,NA,2021-05-11,19,10919,177,0,3,0,NA,NA,FALSE
"1640","Nordeste","PE","Salgueiro",26,NA,NA,NA,2021-05-11,19,60930,6079,57,97,0,NA,NA,FALSE
"1641","Nordeste","PE","Saloá",26,NA,NA,NA,2021-05-11,19,15843,513,7,17,0,NA,NA,FALSE
"1642","Nordeste","PE","Sanharó",26,NA,NA,NA,2021-05-11,19,26462,967,4,23,0,NA,NA,FALSE
"1643","Nordeste","PE","Santa Cruz",26,NA,NA,NA,2021-05-11,19,15398,590,18,9,1,NA,NA,FALSE
"1644","Nordeste","PE","Santa Cruz da Baixa Verde",26,NA,NA,NA,2021-05-11,19,12592,452,4,11,0,NA,NA,FALSE
"1645","Nordeste","PE","Santa Cruz do Capibaribe",26,NA,NA,NA,2021-05-11,19,107937,6076,25,114,1,NA,NA,FALSE
"1646","Nordeste","PE","Santa Filomena",26,NA,NA,NA,2021-05-11,19,14477,400,0,9,0,NA,NA,FALSE
"1647","Nordeste","PE","Santa Maria da Boa Vista",26,NA,NA,NA,2021-05-11,19,41931,782,6,10,1,NA,NA,FALSE
"1648","Nordeste","PE","Santa Maria do Cambucá",26,NA,NA,NA,2021-05-11,19,14137,526,1,14,0,NA,NA,FALSE
"1649","Nordeste","PE","Santa Terezinha",26,NA,NA,NA,2021-05-11,19,11815,770,9,24,0,NA,NA,FALSE
"1650","Nordeste","PE","São Benedito do Sul",26,NA,NA,NA,2021-05-11,19,15895,274,0,11,0,NA,NA,FALSE
"1651","Nordeste","PE","São Bento do Una",26,NA,NA,NA,2021-05-11,19,59504,1851,47,57,0,NA,NA,FALSE
"1652","Nordeste","PE","São Caitano",26,NA,NA,NA,2021-05-11,19,37245,1266,23,43,0,NA,NA,FALSE
"1653","Nordeste","PE","São João",26,NA,NA,NA,2021-05-11,19,22793,624,13,17,1,NA,NA,FALSE
"1654","Nordeste","PE","São Joaquim do Monte",26,NA,NA,NA,2021-05-11,19,21356,539,1,23,0,NA,NA,FALSE
"1655","Nordeste","PE","São José da Coroa Grande",26,NA,NA,NA,2021-05-11,19,21298,1308,10,35,1,NA,NA,FALSE
"1656","Nordeste","PE","São José do Belmonte",26,NA,NA,NA,2021-05-11,19,33959,1836,17,40,0,NA,NA,FALSE
"1657","Nordeste","PE","São José do Egito",26,NA,NA,NA,2021-05-11,19,33951,1927,11,40,0,NA,NA,FALSE
"1658","Nordeste","PE","São Lourenço da Mata",26,NA,NA,NA,2021-05-11,19,113230,3345,26,192,0,NA,NA,TRUE
"1659","Nordeste","PE","São Vicente Férrer",26,NA,NA,NA,2021-05-11,19,18018,1240,0,22,0,NA,NA,FALSE
"1660","Nordeste","PE","Serra Talhada",26,NA,NA,NA,2021-05-11,19,86350,8486,42,138,1,NA,NA,FALSE
"1661","Nordeste","PE","Serrita",26,NA,NA,NA,2021-05-11,19,19165,932,3,19,0,NA,NA,FALSE
"1662","Nordeste","PE","Sertânia",26,NA,NA,NA,2021-05-11,19,35907,2092,23,32,0,NA,NA,FALSE
"1663","Nordeste","PE","Sirinhaém",26,NA,NA,NA,2021-05-11,19,45865,705,1,35,0,NA,NA,FALSE
"1664","Nordeste","PE","Moreilândia",26,NA,NA,NA,2021-05-11,19,11270,388,15,4,0,NA,NA,FALSE
"1665","Nordeste","PE","Solidão",26,NA,NA,NA,2021-05-11,19,6007,441,4,2,0,NA,NA,FALSE
"1666","Nordeste","PE","Surubim",26,NA,NA,NA,2021-05-11,19,65089,2661,19,61,1,NA,NA,FALSE
"1667","Nordeste","PE","Tabira",26,NA,NA,NA,2021-05-11,19,28534,2165,18,33,0,NA,NA,FALSE
"1668","Nordeste","PE","Tacaimbó",26,NA,NA,NA,2021-05-11,19,12874,425,1,9,0,NA,NA,FALSE
"1669","Nordeste","PE","Tacaratu",26,NA,NA,NA,2021-05-11,19,25765,729,0,21,0,NA,NA,FALSE
"1670","Nordeste","PE","Tamandaré",26,NA,NA,NA,2021-05-11,19,23388,513,-1,25,0,NA,NA,FALSE
"1671","Nordeste","PE","Taquaritinga do Norte",26,NA,NA,NA,2021-05-11,19,28775,511,5,18,0,NA,NA,FALSE
"1672","Nordeste","PE","Terezinha",26,NA,NA,NA,2021-05-11,19,7169,308,0,6,1,NA,NA,FALSE
"1673","Nordeste","PE","Terra Nova",26,NA,NA,NA,2021-05-11,19,10096,775,6,9,0,NA,NA,FALSE
"1674","Nordeste","PE","Timbaúba",26,NA,NA,NA,2021-05-11,19,53022,2809,16,86,0,NA,NA,FALSE
"1675","Nordeste","PE","Toritama",26,NA,NA,NA,2021-05-11,19,45219,1232,9,29,0,NA,NA,FALSE
"1676","Nordeste","PE","Tracunhaém",26,NA,NA,NA,2021-05-11,19,13769,154,0,20,0,NA,NA,FALSE
"1677","Nordeste","PE","Trindade",26,NA,NA,NA,2021-05-11,19,30521,1543,17,46,0,NA,NA,FALSE
"1678","Nordeste","PE","Triunfo",26,NA,NA,NA,2021-05-11,19,15254,755,7,17,0,NA,NA,FALSE
"1679","Nordeste","PE","Tupanatinga",26,NA,NA,NA,2021-05-11,19,27304,748,9,7,0,NA,NA,FALSE
"1680","Nordeste","PE","Tuparetama",26,NA,NA,NA,2021-05-11,19,8202,347,0,20,0,NA,NA,FALSE
"1681","Nordeste","PE","Venturosa",26,NA,NA,NA,2021-05-11,19,18482,894,9,23,0,NA,NA,FALSE
"1682","Nordeste","PE","Verdejante",26,NA,NA,NA,2021-05-11,19,9534,358,0,7,0,NA,NA,FALSE
"1683","Nordeste","PE","Vertente do Lério",26,NA,NA,NA,2021-05-11,19,7618,292,0,2,0,NA,NA,FALSE
"1684","Nordeste","PE","Vertentes",26,NA,NA,NA,2021-05-11,19,20731,661,3,10,0,NA,NA,FALSE
"1685","Nordeste","PE","Vicência",26,NA,NA,NA,2021-05-11,19,32643,620,1,29,0,NA,NA,FALSE
"1686","Nordeste","PE","Vitória de Santo Antão",26,NA,NA,NA,2021-05-11,19,138757,4709,67,233,1,NA,NA,FALSE
"1687","Nordeste","PE","Xexéu",26,NA,NA,NA,2021-05-11,19,14725,401,0,23,0,NA,NA,FALSE
"1688","Nordeste","AL",NA,27,NA,NA,NA,2021-05-11,19,NA,0,0,0,0,NA,NA,NA
"1689","Nordeste","AL","Água Branca",27,NA,NA,NA,2021-05-11,19,20196,292,0,13,0,NA,NA,FALSE
"1690","Nordeste","AL","Anadia",27,NA,NA,NA,2021-05-11,19,17545,1111,3,24,0,NA,NA,FALSE
"1691","Nordeste","AL","Arapiraca",27,NA,NA,NA,2021-05-11,19,231747,22484,65,357,3,NA,NA,FALSE
"1692","Nordeste","AL","Atalaia",27,NA,NA,NA,2021-05-11,19,47185,1064,1,42,0,NA,NA,FALSE
"1693","Nordeste","AL","Barra de Santo Antônio",27,NA,NA,NA,2021-05-11,19,15932,303,4,19,0,NA,NA,TRUE
"1694","Nordeste","AL","Barra de São Miguel",27,NA,NA,NA,2021-05-11,19,8322,417,0,6,0,NA,NA,TRUE
"1695","Nordeste","AL","Batalha",27,NA,NA,NA,2021-05-11,19,18232,938,7,15,0,NA,NA,FALSE
"1696","Nordeste","AL","Belém",27,NA,NA,NA,2021-05-11,19,4344,103,0,3,0,NA,NA,FALSE
"1697","Nordeste","AL","Belo Monte",27,NA,NA,NA,2021-05-11,19,6704,258,0,6,0,NA,NA,FALSE
"1698","Nordeste","AL","Boca da Mata",27,NA,NA,NA,2021-05-11,19,27281,1622,0,41,0,NA,NA,FALSE
"1699","Nordeste","AL","Branquinha",27,NA,NA,NA,2021-05-11,19,10494,462,2,9,0,NA,NA,FALSE
"1700","Nordeste","AL","Cacimbinhas",27,NA,NA,NA,2021-05-11,19,10858,594,1,7,0,NA,NA,FALSE
"1701","Nordeste","AL","Cajueiro",27,NA,NA,NA,2021-05-11,19,21264,508,0,20,0,NA,NA,FALSE
"1702","Nordeste","AL","Campestre",27,NA,NA,NA,2021-05-11,19,6936,239,1,6,0,NA,NA,FALSE
"1703","Nordeste","AL","Campo Alegre",27,NA,NA,NA,2021-05-11,19,57063,2497,2,63,0,NA,NA,FALSE
"1704","Nordeste","AL","Campo Grande",27,NA,NA,NA,2021-05-11,19,9558,426,0,8,0,NA,NA,FALSE
"1705","Nordeste","AL","Canapi",27,NA,NA,NA,2021-05-11,19,17722,245,3,6,0,NA,NA,FALSE
"1706","Nordeste","AL","Capela",27,NA,NA,NA,2021-05-11,19,17053,733,1,10,0,NA,NA,FALSE
"1707","Nordeste","AL","Carneiros",27,NA,NA,NA,2021-05-11,19,9081,192,0,6,0,NA,NA,FALSE
"1708","Nordeste","AL","Chã Preta",27,NA,NA,NA,2021-05-11,19,7311,237,0,7,0,NA,NA,FALSE
"1709","Nordeste","AL","Coité do Nóia",27,NA,NA,NA,2021-05-11,19,10693,359,0,14,0,NA,NA,FALSE
"1710","Nordeste","AL","Colônia Leopoldina",27,NA,NA,NA,2021-05-11,19,21698,315,1,15,0,NA,NA,FALSE
"1711","Nordeste","AL","Coqueiro Seco",27,NA,NA,NA,2021-05-11,19,5845,407,0,6,0,NA,NA,TRUE
"1712","Nordeste","AL","Coruripe",27,NA,NA,NA,2021-05-11,19,56933,3373,9,42,0,NA,NA,FALSE
"1713","Nordeste","AL","Craíbas",27,NA,NA,NA,2021-05-11,19,24219,1021,-1,17,0,NA,NA,FALSE
"1714","Nordeste","AL","Delmiro Gouveia",27,NA,NA,NA,2021-05-11,19,52016,2817,4,79,2,NA,NA,FALSE
"1715","Nordeste","AL","Dois Riachos",27,NA,NA,NA,2021-05-11,19,11075,508,4,5,0,NA,NA,FALSE
"1716","Nordeste","AL","Estrela de Alagoas",27,NA,NA,NA,2021-05-11,19,18205,315,0,10,0,NA,NA,FALSE
"1717","Nordeste","AL","Feira Grande",27,NA,NA,NA,2021-05-11,19,22166,658,1,11,2,NA,NA,FALSE
"1718","Nordeste","AL","Feliz Deserto",27,NA,NA,NA,2021-05-11,19,4754,125,0,4,0,NA,NA,FALSE
"1719","Nordeste","AL","Flexeiras",27,NA,NA,NA,2021-05-11,19,12790,589,-1,16,0,NA,NA,FALSE
"1720","Nordeste","AL","Girau do Ponciano",27,NA,NA,NA,2021-05-11,19,40917,1666,0,33,0,NA,NA,FALSE
"1721","Nordeste","AL","Ibateguara",27,NA,NA,NA,2021-05-11,19,15616,523,1,13,0,NA,NA,FALSE
"1722","Nordeste","AL","Igaci",27,NA,NA,NA,2021-05-11,19,25631,635,0,9,0,NA,NA,FALSE
"1723","Nordeste","AL","Igreja Nova",27,NA,NA,NA,2021-05-11,19,24499,883,0,12,0,NA,NA,FALSE
"1724","Nordeste","AL","Inhapi",27,NA,NA,NA,2021-05-11,19,18385,332,1,7,0,NA,NA,FALSE
"1725","Nordeste","AL","Jacaré dos Homens",27,NA,NA,NA,2021-05-11,19,5253,218,0,2,0,NA,NA,FALSE
"1726","Nordeste","AL","Jacuípe",27,NA,NA,NA,2021-05-11,19,7021,145,0,4,0,NA,NA,FALSE
"1727","Nordeste","AL","Japaratinga",27,NA,NA,NA,2021-05-11,19,8361,375,1,12,0,NA,NA,FALSE
"1728","Nordeste","AL","Jaramataia",27,NA,NA,NA,2021-05-11,19,5770,92,1,1,0,NA,NA,FALSE
"1729","Nordeste","AL","Jequiá da Praia",27,NA,NA,NA,2021-05-11,19,11580,523,0,9,0,NA,NA,FALSE
"1730","Nordeste","AL","Joaquim Gomes",27,NA,NA,NA,2021-05-11,19,23993,706,0,20,0,NA,NA,FALSE
"1731","Nordeste","AL","Jundiá",27,NA,NA,NA,2021-05-11,19,4155,144,0,3,0,NA,NA,FALSE
"1732","Nordeste","AL","Junqueiro",27,NA,NA,NA,2021-05-11,19,24727,923,2,35,0,NA,NA,FALSE
"1733","Nordeste","AL","Lagoa da Canoa",27,NA,NA,NA,2021-05-11,19,17852,852,1,17,0,NA,NA,FALSE
"1734","Nordeste","AL","Limoeiro de Anadia",27,NA,NA,NA,2021-05-11,19,28635,940,0,22,0,NA,NA,FALSE
"1735","Nordeste","AL","Maceió",27,NA,NA,NA,2021-05-11,19,1018948,71448,290,2030,7,NA,NA,TRUE
"1736","Nordeste","AL","Major Isidoro",27,NA,NA,NA,2021-05-11,19,19804,613,-1,19,0,NA,NA,FALSE
"1737","Nordeste","AL","Maragogi",27,NA,NA,NA,2021-05-11,19,32704,1319,1,35,0,NA,NA,FALSE
"1738","Nordeste","AL","Maravilha",27,NA,NA,NA,2021-05-11,19,9163,234,1,9,0,NA,NA,FALSE
"1739","Nordeste","AL","Marechal Deodoro",27,NA,NA,NA,2021-05-11,19,51901,5284,21,85,0,NA,NA,TRUE
"1740","Nordeste","AL","Maribondo",27,NA,NA,NA,2021-05-11,19,13264,427,1,17,0,NA,NA,FALSE
"1741","Nordeste","AL","Mar Vermelho",27,NA,NA,NA,2021-05-11,19,3514,120,0,2,0,NA,NA,FALSE
"1742","Nordeste","AL","Mata Grande",27,NA,NA,NA,2021-05-11,19,25216,372,0,12,0,NA,NA,FALSE
"1743","Nordeste","AL","Matriz de Camaragibe",27,NA,NA,NA,2021-05-11,19,24642,1324,0,33,1,NA,NA,FALSE
